regio1,serviceCharge,heatingType,telekomTvOffer,telekomHybridUploadSpeed,newlyConst,balcony,picturecount,pricetrend,telekomUploadSpeed,totalRent,yearConstructed,scoutId,noParkSpaces,firingTypes,hasKitchen,geo_bln,cellar,yearConstructedRange,baseRent,houseNumber,livingSpace,geo_krs,condition,interiorQual,petsAllowed,street,streetPlain,lift,baseRentRange,typeOfFlat,geo_plz,noRooms,thermalChar,floor,numberOfFloors,noRoomsRange,garden,livingSpaceRange,regio2,regio3,description,facilities,heatingCosts,energyEfficiencyClass,lastRefurbish,electricityBasePrice,electricityKwhPrice,date
Baden_Württemberg,220.0,floor_heating,ONE_YEAR_FREE,10.0,True,True,26,4.51,2.4,,2019.0,115592766,1.0,environmental_thermal_energy,True,Baden_Württemberg,True,9.0,1040.0,,86.57,Ravensburg_Kreis,first_time_use,sophisticated,no,no_information,,True,7,apartment,88250,3.0,25.2,2.0,2.0,3,False,4,Ravensburg_Kreis,Weingarten,"Das gerade in Fertigstellung befindliche, hausmeisterbetreute 12-Familienhaus besticht mit archtektonisch klarer Formensprache, einem modernem Farbkonzept mit sandfarbener Fassade sowie kontrastierenden grauen Fenstern und bietet Ihnen mit barrierefreien Zugängen und dem Aufzug sehr viel Komfort. Energetisch ist das in Massivbauweise mit 3-fach-verglasten Fenstern (inkl. elektrischer Rollläden) erstellte Haus auf dem neuesten Stand und mit einer kombinierten Heizung aus LuftWärme und Gas sowie dem dezentralen Lüftungssystem mit Wärmerückgewinnung sparen Sie wertvolle Energie.

Sie haben die Wahl zwischen Erdgeschoss, 1. und 2. Obergeschoss - die Wohnungen haben sowohl vom Wohn-/Essbereich als auch vom Schlafzimmer aus Zugang zur 14 m² großen Terrasse mit anschließendem Gartenanteil bzw. in den oberen Etagen zum rd. 14 m² umfassenden Balkon. Die Wohn- und Schlafräume vermitteln mit den Eiche-Parkettböden ein warmes Wohngefühl und die weißen Türen unterstreichen die Modernität der Wohnung. Die separate Küche hat sogar noch Platz für einen kleinen Esstisch und wird mit einer weißen Einbauküche samt Elektrogeräten (Cerankochfeld/Backofen, Dunstabzug, Geschirrspüler und Kühlschrank) ausgestattet. Die graue Arbeitsplatte passt perfekt zu den grauen Bodenfliesen. 

Das geräumige Tageslicht-Bad, im angesagten weiß-grau-Look gestaltet, ist mit Dusche, WC und Waschbecken mit darüberliegendem Spiegel ausgestattet. Die Wohnung wird durch einen Abstellraum komplettiert. Zusätzlich gibt es ein Kellerabteil zur Wohnung.

Im Garten auf der SüdOstseite des Hauses wird ein Spielplatz für die Kleinsten angelegt. 

Den Wasch-/Trockenraum und den Platz für die Kinderwägen nutzen die Bewohner gemeinschaftlich. Außerdem steht der Gemeinschaft ebenerdig ein Fahrradraum und ein Müllraum zur Verfügung. 

Sie haben keine Haustiere und wollen in einer modernen, hausmeisterbetreuten Wohnanlage leben und die Vorteile des Stadtlebens mit kurzen Wegen genießen?  Freue mich über Ihre aussagekräftige Email (bitte mit Telefonnummer) und/oder Ihren Anruf!",,,A,,,,Feb20
Bayern,200.0,oil_heating,ONE_YEAR_FREE,,False,True,17,1.5,40.0,1400.0,1996.0,113774778,2.0,oil,True,Bayern,False,5.0,1200.0,30,143.0,Kelheim_Kreis,well_kept,sophisticated,no,Ringstra&szlig;e,Ringstraße,False,7,apartment,84106,5.0,,1.0,3.0,5,True,6,Kelheim_Kreis,Volkenschwand,"Bei dieser ansprechenden Immobilie handelt es sich um eine gepflegte Wohnung im ersten OG, die durch eine gehobene Innenausstattung besticht und zum 03.03.2020 bezogen werden kann. Die Wohnung ist nahe zu voll möbliert, (siehe Fotos). Neben fünf einladenden Zimmern zählen zu dem Objekt zwei Badezimmer sowie ein separates Gäste-WC. Die letzte Modernisierung fand erst im Jahr 2019 statt. Des Weiteren überzeugt der gute Schnitt, der sich auch für WGs eignet. Besonders hervorzuheben ist, dass es nicht nur einen Balkon gibt, sondern Sie sich auch im Garten am Haus aufhalten können. Zur Verfügung stehen Ihnen außerdem eine Einbauküche sowie ein Stellplatz für Ihr Auto.","Fußbodenheizung in den Wohnräumen, großer Esszimmertisch mit Bank, dekorative Austattung, Lampen in allen Räumen bereits installiert. 
4 angeschlossene Fernseher, vollständige Austattung mit Polstermöbeln, Kleinmöbeln und Kleiderschrank (siehe Fotos).  3 Schlafzimmer mit bequemen Doppelbetten. Einbauküche mit Elektroherd, Mikrowelle, Backröhre, Geschirrspülmaschine. 
Gäste WC mit Dusche, Toilette und Urinal.",,,2019.0,,,Feb20
Hessen,250.0,gas_heating,,,False,True,8,4.09,,1000.0,1963.0,111392311,,gas,False,Hessen,True,2.0,750.0,_,80.0,Rheingau_Taunus_Kreis,,,,Platter Stra&szlig;e,Platter_Straße,False,5,apartment,65527,3.0,,2.0,,3,True,3,Rheingau_Taunus_Kreis,Niedernhausen,"Die helle, größzügige und gut geschnittene 3-Zimmer Wohnung in zentraler und dennoch ruhiger Waldrand-Lage befindet sich in der 3. Etage eines gepflegten Mehrfamilienhauses in Niedernhausen.
Sie bietet zwei Schlafzimmer, ein großes Wohnzimmer, eine Küche (ohne Einbauküche), ein Tageslicht-Bad mit Badewanne, einen großen West-Balkon mit Blick auf den Wald und ein eigenes Kellerabteil. 

Vermietung nur an Haushalte mit max. 3 Personen (keine WG's).
Die Wohnung befindet sich in einem gepflegten Zustand.","- ruhige, zentrale Wohnlage
- ca. 80 m²
- 3 Zimmer
- Balkon
- Tageslichtbad mit Badewanne
- Wohnküche
- Laminatboden
- ISO-Fenster (Doppeltglas)
- Gas-Zentralheitzung
- Kellerabteil
- Gartenmitbenutzung
- Garagenstellplatz 
 (auf Wunsch, zzgl. 60 €/mtl.)

- max. Haushaltsgröße: 3 Personen (keine WG's)",,,,,,May19
Sachsen,284.83,central_heating,ONE_YEAR_FREE,10.0,False,False,19,0.58,2.4,1255.83,1910.0,115517204,,gas,False,Sachsen,True,1.0,971.0,,129.47,Chemnitz,fully_renovated,sophisticated,yes,no_information,,False,6,apartment,9119,4.0,115.3,4.0,5.0,4,True,6,Chemnitz,Kappel,"Diese traumhafte Maisonette-Wohnung lässt keine Wünsche offen. Verteilt auf zwei Etagen, erwartet Sie eine komplett neu sanierte und hochwertig ausgestattete ca. 130 m² große 4-Raum-Wohnung. Herzstück der Wohnung ist  der ca. 66 m² offen gestaltete Wohn- und Küchenbereich.  Es besteht die Möglichkeit, eine hochwertige Einbauküche gegen Aufpreis einbauen zu lassen. Diese wird ausgestattet; mit Kochinsel; Ceranfeld mit integriertem Dunstabzug; Side by Side Kühlschrank und Echtholzarbeitsplatte. Eine komplette Glasfront trennt den Wohnbereich zur ca. 8 m² überdachten Loggia ab; die zum ruhigen Innenhof gelegen ist. Hier können Sie sich entspannen oder in gemütlicher Runde Zeit mit ihrer Familie verbringen. Ein Lieblingsplatz ist sicher auch die gemütliche Leseecke mit Rundfenster.
Von allen Zimmern genießen Sie einen herrlichen Ausblick über Chemnitz.
Im gemeinschaftlichen Gartenteil befindet sich ein kleine Spielecke und ein Wäscheplatz. Das gepflegte Mehrfamilienhaus mit insgesamt 11 Wohneinheiten befindet sich im Chemnitzer Stadtteil Kapellenberg.
Vor dem Haus stehen Ihnen ausreichend kostenlose Stellplätze zur Verfügung.","- hochwertiger Parkettfußboden in allen Wohnräumen
- Jura-Steinfliesen im Badezimmer
- Tageslichtbad mit Regendusche/ Echtglasduschabtrennung, Badewanne, WC, Doppel-Waschtisch mit Echtholzplatte und Unterschrank
- Gäste-WC
- Bad mit großflächigen Fliesen
- gegen Aufpreis; eine hochwertige Einbauküche mit Kochinsel, Side-by-Side Kühlschrank, Cerankochfeld mit integriertem Dunstabzug
- große Dachflächenfenster 
- Glasfront im Wohnbereich
- überdachte Loggia
- abgeschlossenes Kellerabteil",,D,2020.0,,,Feb20
Nordrhein_Westfalen,160.0,self_contained_central_heating,ONE_YEAR_FREE,,False,False,5,4.0,40.0,720.0,1958.0,111258886,,natural_gas_light,False,Nordrhein_Westfalen,True,2.0,560.0,133,72.0,Neuss_Rhein_Kreis,well_kept,normal,negotiable,Further Str.,Further_Str._,False,4,apartment,41462,3.0,85.9,3.0,4.0,3,False,3,Neuss_Rhein_Kreis,Neuss,Die hier angebotene Wohnung befindet sich auf der dritten Etage eines gepflegten Mehrfamilienhauses mit insgesamt elf Wohnparteien. Für die alltägliche Pflege der Anlage sorgt ein Hausmeisterdienst und eine Reinigungskraft.,"Die ca. 72 m² große Wohnung verfügt über ein  Wohnzimmer, ein gemütliches Schlafzimmer, ein Kinderzimmer, eine separate Küche sowie ein Badezimmer mit Wanne und Tageslicht. Eine Gasetagenheizung versorgt die Wohnung mit Warmwasser und Heizwärme. Hierfür schließt der Mieter einen Vertrag direkt mit einem Versorgungsunternehmen seiner Wahl. Die monatlichen Kosten werden schätzungsweise etwa 70,00 €-80,00 € betragen.

",,,,,,May19
Sachsen_Anhalt,121.5,central_heating,ONE_YEAR_FREE,,False,False,3,1.78,40.0,370.43,1990.0,109979602,,,False,Sachsen_Anhalt,False,4.0,248.93,25,59.27,Stendal_Kreis,,,negotiable,Willy-Brandt-Str.,Willy-Brandt-Str.,False,1,,39576,3.0,,4.0,,3,False,2,Stendal_Kreis,Uchtspringe,,,59.27,,,,,Feb20
Nordrhein_Westfalen,78.0,,ONE_YEAR_FREE,,False,True,3,5.58,40.0,552.47,1962.0,109260447,,district_heating,False,Nordrhein_Westfalen,True,2.0,418.47,45,55.61,Bottrop,,,,Devensstra&szlig;e,Devensstraße,False,3,apartment,46238,2.5,147.0,1.0,3.0,2,False,2,Bottrop,Batenbrock_Süd,"Das 6-Familienhaus wird im Jahr 2019 einer energetischen Sanierung / Modernisierung unterzogen - mit entsprechender Veränderung der monatlichen Miete.

Kontaktieren Sie uns auch über den Messenger auf Ihrem Smartphone. Schreiben Sie uns die Objekt-ID „5539-10-M“ in WhatsApp an 0151 7277 7077, in Telegram an VivawestWohnen oder in Threema an *VVWCHAT.","schön gefliestes Badezimmer mit großem Fenster, 
Küche mit praktischer Speisekammer,
Waschmaschinenanschluss in der Waschküche,
Zwei Kellerräume",56.0,E,,,,May19
Schleswig_Holstein,70.0,central_heating,ONE_YEAR_FREE,10.0,False,False,8,3.64,2.4,,1988.0,106654524,,gas,False,Schleswig_Holstein,False,4.0,370.0,7,56.87,Steinburg_Kreis,,,negotiable,G&auml;rtnerstra&szlig;e,Gärtnerstraße,False,2,raised_ground_floor,25566,2.5,177.0,0.0,2.0,2,False,2,Steinburg_Kreis,Lägerdorf,"Hier bieten wir ihnen eine frisch renovierte 2,5 Zimmer Wohnung im Erdgeschoß ( Hochparterre) eines kleinen Mehrfamilienhauses an. Sie verfügt über gut geschnittene Räume sowie über eine Küche mit Platz für einen Esstisch und einem Badezimmer mit Fenster.
Für die Vereinbarung eines Besichtigungstermis oder für weitere Fragen kontaktieren sie bitte Fr.Dziemba unter Tel.: 0151- 623 64 781.",,70.0,,,71.43,0.2205,Sep18
Thüringen,124.0,,ONE_YEAR_FREE,,False,True,14,5.0,10.0,466.0,1996.0,105757556,,district_heating,False,Thüringen,False,5.0,342.0,20,57.0,Gotha_Kreis,refurbished,,,Breite Gasse,Breite_Gasse,False,2,roof_storey,99867,2.0,95.0,,,2,False,2,Gotha_Kreis,Gotha,"Es handelt sich hierbei um eine gepflegte Neubauwohnanlage mit Balkonen und Terrassen aus dem Jahr 1996. Zur Wohnanlage gehören Stellplätze sowie ein kleiner Spielplatz.
","Die Wohnung ist wie folgt ausgestattet:

- Laminat in allen Wohnräumen sowie im Flur
- großer Wohnbereich mit Zugang zum Balkon
- Küche mit pflegeleichtem PVC-Boden sowie hellem Fliesenspiegel
- innenliegendes, hell gefliestes Bad mit Badewanne 
- Flur mit Abstellmöglichkeiten",66.0,NO_INFORMATION,,90.76,0.1915,Sep18
Sachsen,207.9,gas_heating,ONE_YEAR_FREE,,False,False,9,1.91,40.0,810.81,1920.0,115616786,,gas,False,Sachsen,True,1.0,602.91,29,83.16,Dresden,,,,Gohliser Str.,Gohliser_Str.,False,5,ground_floor,1159,3.0,,0.0,,3,False,4,Dresden,Löbtau_Nord,Unsere Wohnung liegt in einem gepflegten und frisch sanierten Mehrfamilienhaus in ruhiger Wohnlage. Stellplätze für Ihren PKW stehen im öffentlichen Straßenbereich kostenfrei zur Verfügung. Alle Wohnungen verfügen über eine zentrale Warmwasserversorgung.,"- helle und freundliche Räume in Raufaser weiß- Laminat neu verlegt- Innentüren komplett neu- Bad und Küche neu gefliest- Abstellraum in der Wohnung- Kellerabteil",99.79,,,,,Feb20
Sachsen_Anhalt,98.0,district_heating,ONE_YEAR_FREE,,False,False,7,1.63,40.0,614.0,1957.0,83564982,,district_heating,False,Sachsen_Anhalt,True,2.0,410.0,1,67.35,Anhalt_Bitterfeld_Kreis,,normal,negotiable,Johann-Sebastian-Bach-Stra&szlig;e,Johann-Sebastian-Bach-Straße,False,3,apartment,6749,3.0,120.0,1.0,2.0,3,False,3,Anhalt_Bitterfeld_Kreis,Bitterfeld_Wolfen,"Die gedämmte 2-Stöckige Wohnanlage ist teilsaniert.
Insgesamt befinden sich 8 Wohnungen in 2 Eingängen in diesem Wohnobjekt. Die großzügig geschnittenen 3 Raum- Wohnungen haben eine Wohnfläche von ca. 67 m². Die Gesamtgebäudewohnfläche beträgt 528,00 m². Das Gebäude wurde im Jahre 1957 errichtet.
Es wird über Fernwärme geheizt, inklusive zentraler Warmwasseraufbereitung. Öffentliche Parkmöglichkeiten befinden sich direkt vor der Wohnanlage. Ein Fahrradraum, sowie ein separater Keller gehören sind selbstverständlich inklusive. Ein Trockenboden zum Wäsche aufhängen befindet sich ebenfalls im Haus.","Die fantastisch gelegene 3 Raum- Wohnung ist im Flur und in der Küche mit PVC in Laminatoptik ausgestattet. Die buchefarbenen Wohnungstüren wurden im Rahmen der Sanierung 2015 eingebracht. In der raufaserweiß tapezierten Küche befindet sich ein moderner Fliesenspiegel, ein Geschirrspülanschluss und ein E-Herd-Anschluss. Das geflieste Badezimmer verfügt über ein großes Fenster, einer Badewanne und einen Waschmaschinenanschluss. Die Decken und Wände sind raufaserweiß tapeziert. Im Wohn-, und Schlafzimmer ist Laminat verlegt wurden. Der Fußboden im Kinderzimmer ist verlegefertig vorbereitet.",106.0,D,2015.0,,,Feb20
Sachsen,155.0,central_heating,ONE_YEAR_FREE,10.0,False,True,8,0.0,2.4,435.0,1995.0,109273783,,,False,Sachsen,True,5.0,280.0,,66.72,Zwickau_Kreis,,normal,,no_information,,False,1,ground_floor,8451,2.0,,,,2,False,3,Zwickau_Kreis,Crimmitschau,"Energieausweis in Vorbereitung,Türbreite 94 cm,besonders geeignet für ältere Mieter",,,,,,,May19
Bayern,0.0,,ONE_YEAR_FREE,,False,True,29,6.83,40.0,2500.0,,111297418,1.0,gas,False,Bayern,False,,2500.0,12,75.0,München,,,,Hermann-Gmeiner-Weg,Hermann-Gmeiner-Weg,True,9,,81929,3.0,105.0,3.0,,3,False,3,München,Bogenhausen,"Lichtdurchflutete Dachterrassenwohnung in Bogenhausen/Zamillapark in ruhiger und grüner Innenhoflage. 

 * Komfortabel: elektrische Jalousien an den großen Wohnzimmerfenstern
 * Sonnig: große Süd-Ost-Dachterrasse mit Morgensonne
 * Ruhig: direkter Zugang zum Zamilapark aus der Wohnanlage
 * Praktisch: Waschtrockner (Kombigerät) in der Wohnung (im Bad), und Gemeinschafts-Münz-Geräte (Waschmaschine und Trockner) im Waschraum im Keller
 * Lichtdurchflutetes Wohnzimmer mit Ledersofa und Lederstühlen am Esstisch
 * (das dunkle Sofa wurde ausgetauscht gegen ein weißes Ecksofa)
 * Aufzug bis direkt in die Wohnung

Sehr komfortabel: 

 * Eine Bäckerei befindet sich in der Wohnanlage, ein moderner guter Supermarkt gegenüber in der Denninger Straße
 * Für den Mieter ist ein Tiefgaragenstellplatz im Haus (Duplex-oben, nicht geeignet für sehr breite Autos) reserviert, so kommt man immer trockenen Fußes in die Wohnung. ;

Hervorragende Anbindung zum Flughafen MUC und in die Innenstadt mit der S-Bahn-S8 ab Daglfing : 
Mit der Airport-S-Bahn S8 ab Daglfing (ca. 700m oder 2 Min mit dem Bus von der Wohnung entfernt) sind es nur 24 Min Fahrzeit zum Flughafen-Terminalbereich. 
Zwei Buslinien halten direkt um die Ecke und fahren in 2 Min zur S-Bahn-Haltestelle. 
In die Innenstadt zum Marienplatz dauert die Fahrt mit der S8 nur 13 Min. 

Zimmer:
Wohn- / Esszimmer  mit Ledercouchgarnitur und Essgruppe, Schlafzimmer mit Doppelbett 180 x 200 cm, Gästezimmer mit Bettcouch, Bad mit Badewanne

Bodenbelag:
Fliesenboden, Holzdielenboden, Laminatboden

Möblierung:
sehr gut, gut

Info und Erläuterung des Mietpreises:
Inkl.: Nebenkosten, Heizkosten bis zu einer Höhe von 110.00 € /Monat, Internet, Telefonflatrate (deutsches Festnetz), Duplexstellplatz (Tiefgarage)
Zzgl.: Strom

Die Vermittlungsleistung von Mr. Lodge GmbH ist nach § 2 Abs.1a WohnVermittG für den Mieter provisionsfrei.

Rundfunkbeitrag für die öffentlich-rechtlichen Rundfunkanstalten. Der monatliche Rundfunkbeitrag ist vom Mieter ...","Waschtrockner Kombination in der Wohnung
Flachbildfernseher
inkl. Bettwäsche und Handtücher
Komplett mit Geschirr und Küchenutensilien",,D,,,,May19
Berlin,90.0,self_contained_central_heating,ONE_YEAR_FREE,,False,False,1,7.44,40.0,789.0,1904.0,113859869,,gas,False,Berlin,False,1.0,699.0,27A,61.0,Berlin,well_kept,normal,negotiable,Wernerwerkdamm,Wernerwerkdamm,False,5,apartment,13629,2.0,208.97,3.0,,2,False,3,Berlin,Siemensstadt_Spandau,"Besichtigung am 08.10.2019 um 15:15.
Der Treffpunkt ist vor der Hauseingangstür. 

Wichtig: Bitte lassen Sie uns eine Kontaktanfrage über das Exposé zukommen, sodass wir Sie bei Änderungen der Besichtigungstermine informieren können. Diesbezüglich empfehlen wir Ihnen auch das Exposé am Tag der Besichtigung auf Änderungen zu prüfen. 
Sollte das Exposé deaktiviert sein, steht die Wohnung i.d.R. nicht mehr zur Verfügung.","- 2 Zimmer
- Französischer Balkon
- Bad mit Fenster
- Wannenbad
- Laminatboden im Wohnbereich
- Gegensprechanlage

Die Heizungs- und Warmwasserversorgung erfolgt mittels einer Gasetagenheizung (zusätzliche Kosten fallen an).",,,,,,Oct19
Thüringen,65.0,,ONE_YEAR_FREE,,False,True,2,0.35,40.0,393.0,1980.0,113147248,,,False,Thüringen,False,3.0,253.75,3,50.71,Nordhausen_Kreis,,,negotiable,Semmelweisstra&szlig;e,Semmelweisstraße_,False,1,other,99734,3.0,111.3,3.0,,3,False,2,Nordhausen_Kreis,Nordhausen,,"Bad mit Badewanne, gefliest, Balkon",65.0,,,,,Oct19
Sachsen,51.42,central_heating,ONE_YEAR_FREE,,False,False,13,0.0,40.0,499.0,1982.0,110344094,,district_heating,False,Sachsen,True,4.0,370.84,5,64.27,Dresden,fully_renovated,normal,,Hagebuttenweg,Hagebuttenweg,False,2,apartment,1169,3.0,79.0,1.0,6.0,3,False,3,Dresden,Gorbitz_Nord/Neu_Omsewitz,"Das 6-stöckige Wohnhaus wurde 1988 erbaut - In der 1. Etage liegt Ihre neue Wohnung.

Unsere Mieter stehen bei uns an oberster Stelle, daher findet eine regelmäßige Mietersprechstunde in Ihrer Nähe statt.
Ein Hausmeister kümmert sich um die optimale Pflege der Anlage.
Öffentliche Parkplätze stehen Ihnen vor der Tür zur Verfügung.

","Die 3-Zimmer-Wohnung verteilt sich auf ca. 5 m². 

- WG-geeignet
- Laminatboden und Raufasertapete in Wohnräumen 
- Anthrazite Boden- und weiße Wandfliesen in Küche und Bad
- Badewanne
- Keller je nach Kapazität
- Haustiere nach Vereinbarung
- Gemeinschaftlicher Wasch-/ Trockenraum & Fahrradkeller
- Mieterservice & Mietersprechstunde
- 24h Service-Center",77.12,C,,,,May19
Sachsen,65.0,district_heating,ONE_YEAR_FREE,,False,True,6,2.81,40.0,435.0,1982.0,111078527,1.0,district_heating,False,Sachsen,True,4.0,280.0,26,56.0,Vogtlandkreis,modernized,,negotiable,Am Kuhberg,Am_Kuhberg,False,1,other,8645,3.0,,3.0,5.0,3,False,2,Vogtlandkreis,Bad_Elster,,"Attraktive Fußbodenbeläge, ein modernes Bad, Fenster in der Küche und ein langer Balkon laden zum gemütlichen Wohnen ein. Alle Fenster sind mit Außenjalousien ausgestattet.",90.0,,,,,Oct19
Nordrhein_Westfalen,140.0,central_heating,ON_DEMAND,,False,True,7,3.23,2.4,735.0,2003.0,103199706,,gas,False,Nordrhein_Westfalen,True,6.0,595.0,,93.0,Märkischer_Kreis,well_kept,sophisticated,negotiable,no_information,,False,4,apartment,58644,3.0,,1.0,3.0,3,False,4,Märkischer_Kreis,Iserlohn,"Das Objekt befindet sich in einem zur Wohnimmobile umsanierten ehemaligen Fabrikgebäude. Die Zimmer sind daher großzügig geschnitten und einzeln begehbar. Das Mietobjekt verfügt über 3 schöne Zimmer darunter das offen gestaltete Wohnzimmer welches an die Küche und die Loggia angeschlossen ist. Es gibt ein Tageslichtbad mit Wanne und ein Gäste-WC mit Dusche. Darüber hinaus verfügt die Wohnung über eine Abstellkammer und einen Kellerabteil. 

Weitere Bilder zum Mietobjekt folgen.","Lichthof, hochwertige Fliesen, Badewanne, Dusche, Badarmaturen aus Edelstahl,Loggia",,,2012.0,90.76,0.1915,Sep18
Hessen,50.0,central_heating,,,False,False,16,5.18,,900.0,,113869609,,,True,Hessen,False,,850.0,37,27.0,Frankfurt_am_Main,modernized,sophisticated,no,Habsburger Allee,Habsburger_Allee,False,6,apartment,60329,1.0,,1.0,5.0,1,False,1,Frankfurt_am_Main,Ostend,"Super zentral gelegen im Herzen Frankfurts im Ostend gelegen wartet unsere moderne 5er-WG/Co-Living Wohnung auf Deinen Einzug. Der Gesamtmietpreis versteht sich inklusive aller Kosten – fully equipped und fully furnished. 
Hosted by homefully.de // scroll down for contact and English version.

COMMUNITY:
Für unser Co-Living suchen wir Menschen, die eine gemeinsame Lebensphase teilen, um eine inspirierende Community aus jungen, erfolgreichen und weltoffenen Leuten zu schaffen. Wir bieten Dir nicht nur eine Wohnung, sondern ein Zuhause, in dem Du ankommen und Dich wohlfühlen darfst. Uns ist Dein persönlicher Freiraum wichtig, deshalb hat bei uns jeder einzelne Mieter sein eigenes privates Zimmer. Unsere WG-Zimmer, die wir speziell an Einzelpersonen vermieten, sind liebevoll konzeptioniert und ausgestattet. Deine Community freut sich schon auf Dich!

PAUSCHALMIETE: Internet, Cleaning, alle Nebenkosten wie Strom, Heizung, GEZ, Warmwasser und sonstige Umlagen sind in der Gesamtmiete berücksichtigt. Es handelt sich also um eine Pauschalmiete - all inclusive. Die Kaution für das Zimmer beträgt 2 Monatsmieten.
KAUTION: Die Kaution für das Zimmer beträgt 2 Monatsmieten.
MIETDAUER: Unsere Mietverträge sind alle unbefristet, das heißt Du kannst so lange bei uns bleiben wie Du möchtest – genieße volle Flexibilität! Es gilt die in Deutschland gesetzliche Kündigungsfrist von 3 Monaten.
PROVISION: KEINE!","Die Wohnung selbst befindet sich in der 1. Etage. Alle Zimmer (bis auf das Bad) sind mit schönem Parkett versehen. 
Die Küche ist maßgefertigt, fully equipped und mit High-End Elektrogeräten ausgestattet. Hier steht Dir alles zur Verfügung, was Du für die Zubereitung kulinarischer Kreationen benötigst.
Das beiden Bäder sind modern und hell gestaltet und verfügen über eine Duschwanne und eine Dusche. Natürlich findest Du hier auch eine praktische Waschtrockner-Kombination, sodass Dir mehr Zeit für die schönen Dinge bleibt… :)
In Deinem Zimmer steht ein gemütliches Boxspringbett (140 x 200 cm) bereit. Darüber hinaus gehören sowohl ein großzügiger Spiegelschrank als auch ein 40 Zoll Smart-TV zu Deiner Einrichtung. Netflix Abenden steht also nichts im Wege… :)
Highspeed Internet ist selbstverständlich vorhanden.
Dank dem wöchentlichen Cleaningservice gehören Putzpläne der Vergangenheit an. Genießt stattdessen lieber entspannte Momente in Eurer Community.",,,2019.0,,,Oct19
Nordrhein_Westfalen,80.0,central_heating,ONE_YEAR_FREE,,False,False,8,3.34,40.0,330.0,,115307172,,oil,True,Nordrhein_Westfalen,True,,250.0,18,45.0,Heinsberg_Kreis,well_kept,normal,no,Goethestr.,Goethestr.,False,1,roof_storey,52525,2.0,182.0,2.0,2.0,2,False,2,Heinsberg_Kreis,Heinsberg,"Diese 45m²große Dachgeschosswohnung befindet sich in einem gefflegtem3 Fam-Haus in einer ruhigen Seitenstrasse von Heinsberg-Dremmen.

Die Wohnung eignet sich besonders gut für Alleinstehende Personen oder Single Haushalte.

Gerne vereinbaren wir einen unverbindlichen Besichtigungstermin, rufen Sie uns einfach an.","Boden: neuer heller Laminatboden,  in Badezimmer und Küche liegt ein heller Fliesenboden

Fenster: Kunsstofffenster mit Doppelverglasung und Rolladen 

Türen:weiße Holztüren

Die Renovierung der Wände erfolgt durch den Mieter

Warmwasser erfolgt über Durchlauferhitzer

Gemeinschaftswaschraum im Keller

Zimmereinteilung:
1 Diele,1 Wohnzimmer, 1 Abstellraum, 1 Schlafzimmer, 1 Badezimmer( Wanne, Becken,WC)
1 Küche mit Einbauküche

1 sep. Kellerraum",,,,,,Feb20
Berlin,150.0,central_heating,ONE_YEAR_FREE,,False,False,15,8.74,10.0,1750.0,1905.0,106677173,,district_heating,True,Berlin,True,1.0,1500.0,76,95.4,Berlin,modernized,sophisticated,negotiable,Niebuhrstra&szlig;e,Niebuhrstraße,False,7,apartment,10629,3.0,279.0,0.0,4.0,3,True,4,Berlin,Charlottenburg_Charlottenburg,"Das Objekt befindet sind fußläufig zum Ku´damm und den dazugehörigen Shoppingmöglichkeiten. In der Wohnung wurden in diesem Jahr umfassende Sanierungs- & Modernisierungsarbeiten vorgenommen. Im Zuge der Moderniesierungsarbeiten, wurde der ursprünglich Stuck aufwendig freigelegt. Die schöne Altbauwohnung befindet sich im Seitenflügel des Hauses uns ist trotz der Erdgeschosslage schön hell.","- 3 Zimmer
- Einbauküche ausgestattet mit neuen Einbaugeräten 
- neue Bodenbeläge 
- saniertes Tageslichtbad mit Badewanne udn Doppelwaschbecken und Regendusche
- neue Elektronik
- neue handgefertigte Türbeschläge
- originale Stuckelemente",100.0,,2018.0,90.76,0.1985,Sep18
Sachsen_Anhalt,91.0,central_heating,ONE_YEAR_FREE,,False,False,12,2.99,40.0,352.0,,110057755,,,True,Sachsen_Anhalt,True,,261.0,6,43.53,Magdeburg,refurbished,,,Gartenstr.,Gartenstr.,False,1,apartment,39114,2.0,,1.0,4.0,2,False,2,Magdeburg,Werder,Es handelt sich um ein saniertes und gepflegtes Mehrfamilienhaus.,"Diese schöne Wohnung  befindet sich im 1. OG des Seitenhauses. Sie ist mit einem Laminat- sowie das Bad mit einem Fliesenboden ausgestattet. Das geräumige große Bad verfügt über eine gemütliche Wanne, einen Waschmaschinenanschluss und viel Platz zum Stellen. Der schöne Wohnraum lädt zum Wohlfühlen ein und ist mit einer  Einbauküche ausgestattet. Eine schöne Wohnung, die durch drei große Fenster im Wohn-/ Schlafbereich lichtdurchflutet ist.",,,,,,Oct19
